gene,sig_population,Early_G1,Late_G1,S,G2_M,state
Kif11,6,0.069692774,0.640668189,4.762893179,6.478146794,up
Ska3,6,0.286542026,0.830506596,2.657998364,4.496084692,up
Phka2,3,0.524131924,0.978975993,1.755697093,2.39428176,up
H2afx,6,0.063992759,0.737527325,2.800230835,3.103453967,up
Birc5,6,-0.107113883,0.092047003,6.562021552,7.366805228,up
Poldip3,3,0.774928633,1.245690677,0.987640534,1.741872528,up
Incenp,6,0.052197239,0.935377077,2.68848052,4.012954511,up
Ccnb1,6,0.339300315,0.691806927,3.298314062,6.968686434,up
Asnsd1,2,0.730249695,0.912912603,1.208784569,1.26330232,up
AI314976,2,0.744113967,0.86995493,1.324258425,1.537621228,up
Mis18bp1,6,0.20737008,0.562247483,3.996697874,5.629091256,up
Srp9,2,0.503824268,1.132661881,1.316545816,1.670735452,up
Ppip5k2,3,0.711961628,1.106683184,1.185514057,1.799723966,up
Kctd20,2,0.457109048,0.777435862,1.725319596,2.372338369,up
Akr1c13,2,0.561490994,0.885751043,1.294975086,1.309092588,up
Hbs1l,2,0.143636637,1.117989722,1.496517051,2.732827871,up
Becn1,2,0.186460448,1.380799612,1.222201814,1.983017061,up
Snx1,3,0.307337578,1.228004043,2.348226322,2.353030681,up
Ganab,2,0.628993903,0.956027162,1.997376667,2.229178974,up
Spc24,6,-0.138146588,0.916599521,2.509165748,2.524540183,up
Hist1h1b,6,0.459869751,0.373052734,4.079324737,4.443050837,up
Cd44,3,0.520926625,1.102208567,1.357662184,1.991347856,up
Znhit1,4,0.290487218,0.953656613,1.802885777,1.951750785,up
Cdca2,6,0.058186558,0.635975481,3.308311758,5.284329911,up
Esco2,6,0.024156466,0.496648349,3.685741097,3.859537956,up
Stil,5,0.479004711,1.190693178,1.769235955,3.47430735,up
Nrf1,5,-0.0896596,1.026478937,1.787130274,2.950493095,up
Nuf2,6,-0.036622002,0.377130454,4.273671644,5.199922984,up
Rbm42,5,0.201507698,1.061244183,1.521537314,1.910548243,up
Prkab1,2,0.543761193,1.115867077,0.924272097,1.151528044,up
Cdca3,6,0.222679894,0.383330353,4.279375819,7.160614188,up
Cpsf4,2,0.42511523,0.800106274,1.558409162,1.600171516,up
Kif20a,6,0.207554793,0.240605197,4.840223552,7.766284434,up
Nusap1,6,0.150504846,0.323330025,4.733090577,6.90953646,up
Racgap1,6,-0.12092115,0.669415822,3.344637051,5.627921797,up
Ttk,6,0.08983247,0.891397128,2.261493334,4.597192557,up
Ilk,3,0.070632911,1.088458144,1.752873232,2.016085268,up
Kif15,6,-0.063759582,0.366795204,3.703220754,4.3718812,up
Tbp,3,-0.016216348,1.096513365,1.288625969,1.562153525,up
Dctn6,2,0.163175753,1.381685496,1.251420921,1.499221842,up
Aurka,6,0.187392083,0.704497553,2.280558166,6.360834208,up
Mki67,6,0.011202703,0.356500083,3.479111247,5.759622362,up
Brd9,3,0.342117265,0.867003492,1.063588449,1.31358662,up
Ten1,2,1.053262893,0.709988089,0.850337211,1.559925199,up
Coa5,3,0.595317888,1.028119452,1.101725568,1.460007986,up
Ndufv3,3,0.383367538,0.838543138,1.582742394,2.107932035,up
Ftsjd2,2,0.119673941,1.209688226,1.473355639,1.497975309,up
Fancd2,6,-0.06566223,0.501694157,2.819454517,2.893623556,up
Fam64a,6,0.055159251,0.155994119,3.409170334,5.817766477,up
Emc3,3,-0.033411859,0.7870191,1.525184621,1.806614453,up
Rrp8,4,0.219390842,1.205281675,1.112725176,1.569257302,up
Melk,5,-0.111065769,0.641291244,2.05971417,2.793310665,up
Hax1,2,0.535297685,1.052591289,1.067910172,1.803610916,up
Rlim,4,-0.385201725,1.033102242,1.203127952,1.523688896,up
Ccnb2,6,0.316300782,0.020260334,4.007952001,9.039611447,up
Kif4,6,-0.013417287,0.240886693,3.351493431,5.45673796,up
Cenpp,6,0.082628548,0.491792439,2.687320212,3.740080259,up
Gna15,2,0.516559333,1.067919588,1.142948578,1.631297895,up
Hmgcr,2,0.850282337,1.043183738,1.020965107,1.443399506,up
Nol7,2,0.10986026,0.898024338,1.266527008,1.420773934,up
Tpx2,6,0.072827414,0.352976508,2.761690745,6.215444616,up
Ufm1,3,0.836186943,0.841539002,1.089811668,1.114214343,up
Mlh1,3,0.626009053,0.954984656,1.306877517,1.543741066,up
Cep72,5,0.170699838,0.918916233,1.121845125,2.286839449,up
Ctr9,3,0.502629201,0.664018389,1.79628354,2.171600719,up
D2Ertd750e,6,-0.120602715,0.328717496,2.785409494,5.849967389,up
Cenpq,3,0.213874778,0.485112256,1.825649641,2.761047021,up
Hist1h2bm,6,-0.041291927,0.489345349,2.205396807,2.575663463,up
Dnm1l,2,0.213184757,0.9420829,1.416194378,1.766537915,up
Spag5,6,0.006361367,0.310260689,2.878643777,4.594026776,up
Dnajc30,3,0.548455846,0.377886884,0.710967343,1.054292109,up
Diablo,3,0.474349623,0.674557963,1.29984736,1.327955558,up
Kif18a,5,-0.046898429,0.41003889,2.265270414,3.504748224,up
Rhno1,5,0.47345438,0.294532407,2.365049089,3.091162201,up
Cspp1,4,0.833445639,0.851035704,1.227483445,1.878925322,up
Ilf3,2,0.746782698,0.872310939,1.228866526,1.467336932,up
Brms1,3,0.244588492,0.913307593,1.366613741,1.412296935,up
Gtf2a1,5,-0.019561657,0.895318238,1.1262437,2.13447895,up
Mettl5,2,0.493999297,0.944590245,0.973578923,1.298700952,up
Txndc12,2,0.512224621,0.943250798,1.075055023,1.409114898,up
Tbccd1,3,0.482280531,0.817012242,1.342564527,1.474013381,up
Hjurp,6,0.533908934,0.778908628,1.330342926,2.721673572,up
Fbxo34,3,0.438917171,1.043299676,0.805386029,1.776746198,up
Hist1h2bj,6,0.042700092,0.161520303,2.678533014,3.073962051,up
Cep55,6,0.020877785,0.41898652,2.107432123,4.909465511,up
Eme1,6,-0.001351301,0.287472255,2.336400876,3.218463834,up
Mrpl37,2,0.189225022,0.731305931,1.400990256,1.810898953,up
Med4,4,0.369277466,0.744840982,1.33471526,2.092298782,up
Anln,6,-0.010911453,0.550140777,1.619942184,3.341966499,up
Ranbp2,2,0.497014689,0.911062118,0.98190295,1.539196836,up
Pck2,2,0.486951493,0.620701836,1.555992937,1.966703941,up
Cenpl,5,-0.203594703,0.188632047,2.150365053,4.346792441,up
Spsb3,4,0.54971678,0.674349344,1.455710622,1.92368772,up
Lmf2,3,0.210932129,0.556055854,1.576059433,1.947642797,up
Ufd1l,2,0.232217332,0.868279872,0.920534118,1.889483611,up
Tubgcp6,4,0.837498112,0.605029889,0.792793842,0.891019428,up
Poc1a,5,0.013409748,0.529406281,1.712775844,2.607898592,up
Kif2c,6,-0.039024156,0.166305285,2.266396736,5.676160717,up
Gle1,3,0.08724642,0.718684858,1.302586808,2.383723995,up
Qars,2,0.771877131,0.606831948,0.831458055,2.695463538,up
Cwf19l1,4,0.692114795,0.859162811,1.030839032,1.325017867,up
Tinf2,5,0.055290938,0.861689662,1.141525343,1.342314204,up
Mzt1,2,0.66158449,0.895778418,0.723740395,1.592676028,up
Hist1h2bg,5,-0.065793316,-0.177682513,2.654858543,3.367416419,up
Mbd1,2,0.425342091,0.552926742,1.372974421,1.973006991,up
Ccdc142,3,0.70847111,0.670624988,1.332040736,1.363331448,up
Dhrs7b,3,0.853919281,0.816283727,1.256677023,1.386283721,up
Iars,4,0.779781809,0.386694719,1.888840431,2.443583159,up
Matr3,2,0.346669586,0.892924306,1.140355438,1.321449588,up
Cenpe,6,-0.124796151,0.255329025,1.758235511,5.096428451,up
Gtse1,6,0.055124468,0.310452907,1.712098042,3.274519495,up
Anapc1,3,0.461872104,0.799333495,1.27505844,1.688287604,up
Lims1,2,0.873449865,0.719793917,1.561255876,1.973052212,up
Tuba1c,4,0.774973914,0.359738336,1.407182238,4.30971583,up
Ptdss2,3,0.402069816,0.582711074,0.817893455,0.853851534,up
Pknox1,5,0.579341908,0.537357419,1.511137514,2.517258202,up
Kif23,6,-0.069282601,-0.305199425,2.186456484,5.830122389,up
Glipr1,2,0.903456774,0.615977322,0.661207718,1.373143856,up
Stom,5,0.324578734,0.88995858,0.621907967,2.326597581,up
Wdr85,2,0.19395234,0.583324448,1.507980015,1.68284867,up
Fam54a,5,-0.509842462,0.401856716,1.804917875,2.143892759,up
Babam1,2,0.460857636,0.664149205,1.307844069,1.566050648,up
Lrrcc1,2,0.424834107,0.717528644,1.097114893,1.43084675,up
Gnai3,2,0.772801058,0.616876355,0.994565381,1.58823328,up
Hsbp1,2,0.596225549,0.723059896,1.260160021,1.476521007,up
Vbp1,2,0.960918213,0.534324976,1.70001089,2.233665275,up
Cenpj,2,0.325792236,0.908108387,0.79785987,0.984091737,up
C2cd3,2,0.013884865,0.547906839,1.310898164,1.312929748,up
Smarca4,4,-0.038352289,0.8373375,1.021793306,1.371501283,up
Crcp,2,0.237369944,1.081198692,0.414681903,1.482100958,up
Pigq,2,0.456051929,0.487558374,1.396705358,1.631713396,up
Ppp2r3c,2,0.318249023,0.70420454,1.0626091,2.258864791,up
Sin3a,4,0.766196202,0.760475076,0.733960674,1.534394736,up
Slc39a9,2,0.396875266,0.949421931,0.592657074,1.434732425,up
Zdhhc13,2,0.795936965,0.963701057,1.123525346,1.318062018,up
Ccdc18,5,0.337785071,0.428550596,1.383953459,2.80927449,up
Atf1,4,0.236921091,0.440163378,0.793559957,1.385097334,up
Ccdc25,3,0.266655207,0.68104475,0.866502312,0.951053977,up
Nol12,2,0.284632187,0.612080637,1.118345301,1.434162756,up
Osbpl2,2,0.346101894,0.878985673,0.769961621,1.232125117,up
Tmem209,2,1.009022499,0.399926831,0.959925365,1.4332469,up
Fam175b,3,0.491634427,0.584665726,1.134086596,1.470369849,up
Hist1h4m,5,0.266656988,0.369733514,1.853219683,1.958327979,up
Ccdc58,2,0.650616375,0.428044378,0.892113838,0.89754472,up
Ggta1,2,0.717166403,0.612180492,0.820013527,1.662808702,up
Vps72,2,0.898373217,0.832717603,0.735363549,1.192557783,up
Gigyf2,2,-0.062477609,0.875531379,0.884355073,1.271948528,up
Tpp2,3,0.24197101,0.476907433,0.790516222,1.551199899,up
Ubap2,2,0.621635735,0.794009361,0.623491618,1.131901961,up
Cdc20,6,0.30524232,0.407921853,1.229259051,6.066642022,up
Ino80c,2,0.86718575,0.479708161,0.634847969,2.054139692,up
Dnajc10,2,0.68082538,0.273531422,1.771445935,2.172591972,up
Tnpo3,2,-0.028176653,0.64767773,0.93767967,1.834155591,up
Add3,3,0.18667508,0.580585583,1.729588448,1.734009359,up
Abcb7,3,0.051027979,0.51158293,1.430572894,1.592149512,up
Fbp1,3,0.132836686,0.455651061,1.220126899,2.013313928,up
Neil3,6,-0.429153759,-0.024830348,2.388802364,2.889429108,up
C330027C09Rik,5,-0.212377519,0.419409618,1.367711175,2.865629398,up
Pomt1,3,0.65951065,0.653267777,1.39868663,2.051684132,up
Cenpc1,3,-0.015065805,0.557308756,0.85055162,2.811219953,up
Sin3b,3,0.619876311,0.408276379,1.568236407,1.736996382,up
Glyr1,2,0.139241119,0.409423448,1.288069721,1.407532061,up
Ube2c,6,-0.127354764,-0.064352274,1.504144252,6.238338409,up
Odf2,3,0.400952582,0.392088469,1.387190986,3.368756392,up
Mrpl22,3,1.028127678,0.131527978,1.825032712,1.828715836,up
Ddx52,2,0.956323478,0.371857219,1.696951187,1.727135389,up
Crkl,3,0.466270396,0.749793595,0.759271469,1.253036535,up
Ankle1,5,0.017657189,0.146136889,1.215500385,3.174650267,up
Uba3,3,0.575832592,0.931180935,0.86160996,1.571704413,up
Dpagt1,2,0.061639584,0.598913309,1.425443147,1.610241466,up
Gpatch8,3,0.408730907,0.337438459,1.10914341,1.369625158,up
Hist1h4c,4,0.389702841,0.069064373,1.726931233,2.253727459,up
Snx2,2,1.088450643,0.346115634,1.587622457,1.687412147,up
Dhx8,3,0.170147385,0.386244874,1.237948984,1.888596415,up
Pnkp,2,0.191068052,0.359908797,0.909267048,1.711129255,up
Ccdc15,5,-0.15060747,0.530779114,1.234767669,1.306800439,up
Rdm1,4,-0.157281194,0.103046085,1.796090606,2.4774633,up
Leo1,2,0.98485468,0.379310523,0.880485375,2.277273659,up
Mpi,2,0.555803926,0.627347954,0.972474097,1.334662612,up
Ubl5,2,0.564257908,0.650260616,1.360360894,1.446442054,up
Cenpf,6,-0.076014464,-0.130069904,1.460132938,4.572103825,up
Trmt61b,2,0.715269508,0.78429286,0.858473563,0.868936632,up
Ctse,3,0.355475906,0.569119755,0.831841551,1.7775584,up
Tmem186,2,0.310178849,0.459185791,0.744446877,1.59420263,up
Hspa13,2,0.870917755,0.210520231,1.1852036,1.564383441,up
Ppp6c,2,0.556471439,0.641159229,1.150993298,1.391236564,up
Hist2h2ac,4,0.066762797,0.065848984,1.355209129,1.671203951,up
Atf4,2,0.781849894,0.751891533,0.678265158,1.550329349,up
Armcx3,3,0.308752582,0.863302415,1.194707809,1.383281546,up
Gm5577,2,-0.505120234,0.668690093,0.708133885,1.527548491,up
Plk1,3,0.418259215,0.098214208,0.708806238,3.51205806,up
Upf3a,3,0.040926752,0.64594387,1.197368937,1.262112274,up
Cenpa,6,0.229070061,-0.128685123,0.415870627,6.509966826,up
Ccdc167,2,0.56807142,0.733734704,0.791676624,0.808776966,up
Fam73a,3,0.017113706,0.46543057,0.756730728,1.978796587,up
Atr,2,-0.043098377,0.668117502,0.683656694,1.266190889,up
Prkcsh,4,0.320404642,0.709837951,1.237345646,1.697367157,up
Cdkn2d,3,0.039468619,-0.653174988,1.180286344,2.663006493,up
Arhgap19,6,-0.052357504,-0.000866403,0.600427157,4.186768449,up
Hmgb1,6,0.55017403,0.591050865,1.200318695,1.427497067,up
Cdkn3,6,-0.038677432,-0.059051008,0.740655475,5.04552551,up
Nup35,3,0.193489984,0.590144502,0.682695318,1.727066469,up
U2af1l4,3,0.473160715,0.555261461,0.646353325,1.778043112,up
Hist1h1e,3,-0.087962246,-0.305255478,1.743154725,2.149081801,up
Rad21,4,-0.011096977,0.050069524,1.26296074,2.300380704,up
Asb6,3,0.419274208,0.627543012,0.887333209,0.995363163,up
Ddx26b,2,0.411816995,0.775830488,0.845979164,1.140045508,up
Polb,2,0.585321476,0.610098003,0.88015795,1.559517412,up
Hmmr,6,-0.33788053,-0.527700507,0.961144361,4.244873058,up
Ivd,2,0.413981659,0.180711018,0.833027068,2.306688024,up
Hist2h2aa2,2,-0.101322058,-0.442836086,1.586524854,2.092099003,up
Eif5,3,0.351352465,1.125675043,0.540784517,1.24390149,up
Mrpl4,3,0.421250287,0.6925725,0.923537359,1.897152502,up
C230052I12Rik,3,0.527032544,0.485009061,0.878581994,2.288113966,up
Dmap1,3,-0.503051884,0.572937216,0.870936727,1.187598288,up
Ctcf,4,0.075839345,0.232950544,1.129340077,2.355039022,up
Terf1,3,0.729633751,0.030556961,0.774367543,3.37499137,up
Cdc37l1,4,0.214478495,0.550293286,1.001844985,1.524166394,up
Hp1bp3,2,0.379028291,0.962481519,0.669005999,2.076367496,up
D19Ertd737e,2,0.256927669,0.934912928,0.596340602,1.579407176,up
Kif5b,2,1.079674623,0.605382626,1.049348849,1.122013745,up
Apobec3,3,0.126477173,0.381709904,0.694469449,1.996650333,up
Rbm48,2,0.0009451,0.24768281,0.445598257,1.446889305,up
Pdcl,2,-0.219058342,0.17087605,0.635134453,1.217156334,up
Fars2,2,0.76132777,0.024310826,1.117876581,1.919793971,up
Wibg,2,0.15594172,0.915229745,1.159289749,1.252175662,up
Psrc1,6,0.026471656,0.242734636,0.418079564,3.534536361,up
Sgta,3,0.786235891,0.178191364,1.55744006,1.745670615,up
Tubd1,4,0.379618512,0.581892013,0.49039928,1.570565556,up
Ddx28,3,-0.105882181,0.332619877,0.630454324,0.816163606,up
Accs,2,0.409241421,0.847648924,0.629863931,1.405536292,up
Wdr8,2,0.69563922,0.706077194,0.746711711,1.178222734,up
Exoc1,2,0.454168269,-0.183630239,0.636872418,1.920881124,up
Reep4,5,0.428008199,0.730437515,0.695797291,2.704040389,up
Dcaf11,2,0.282657673,0.222243877,0.880775647,1.681064335,up
Trmt5,2,0.070925391,0.200395903,1.031420089,1.166365585,up
Brd8,3,0.230099309,-0.262782927,1.110436075,2.177934203,up
Alg14,2,0.278948396,0.574843737,0.702046666,1.549973371,up
Miip,2,0.038603843,0.056447991,0.62501999,3.269349799,up
Pdk3,2,0.648744431,0.740583286,0.941813241,1.132800535,up
BC052040,3,0.109030673,0.369877627,0.89905566,1.1690806,up
Cdc25c,6,-0.054479742,0.01782608,0.926388213,3.195426224,up
Hdac8,2,-0.060450505,0.571580164,0.372745973,1.326470702,up
Mdm1,3,0.194738558,0.659849203,0.78777604,1.418231875,up
Cdk10,2,0.375816099,0.655749254,0.975316042,1.063189019,up
Pcif1,2,0.109442532,0.088401598,0.634937117,2.466825761,up
Cenpw,3,-0.570603805,0.421442862,1.12209012,1.176233025,up
Cnot6,3,0.355153246,0.346021948,0.998807967,1.039514311,up
Fdxacb1,2,-0.183932003,0.368542103,0.223119897,1.201563528,up
Rab9,2,0.257436701,0.622770009,0.380106887,1.848632144,up
Cyp20a1,2,0.415832828,0.227034849,0.723487188,1.433345483,up
Cep57l1,2,0.732939274,0.632505183,0.57133751,1.312018259,up
Ppp2r5d,3,0.173345462,0.592179787,0.650875264,1.626317077,up
Tbl2,5,0.052746811,0.56814466,0.851035794,1.368700813,up
Vps11,2,0.712726568,0.123224156,0.900620698,1.243850182,up
Ccbl2,2,0.032974623,0.444228454,0.689570072,1.148373149,up
Hltf,2,-0.308157492,0.599524738,1.069892158,1.455532282,up
BC029214,3,0.480338922,0.371562214,1.15446167,1.363302184,up
Troap,5,-0.07640898,0.472235188,0.660546479,2.778257975,up
Det1,3,0.163997207,0.684325744,0.93881621,0.998060303,up
Cenpt,2,-0.326466342,0.427627108,1.075999512,2.018712971,up
Atp2a3,2,0.23191171,0.499542303,0.969896169,1.106650354,up
Nek2,6,-0.056986016,0.210874618,1.076076786,2.508936118,up
Cdc25b,4,0.012752865,0.175720538,0.490137915,2.665774102,up
Dph2,2,0.315989106,0.785230446,0.475634022,1.074380676,up
Bet1,2,0.306807039,0.748674909,0.641022622,1.593551071,up
Nkap,2,0.045834808,0.301715654,0.872787783,1.422209646,up
Cdc27,3,0.288669856,0.034479872,0.62829973,1.924456222,up
Usp15,2,0.499453023,0.561609931,0.754344595,1.121559498,up
Ttc5,2,-0.349996978,0.021430234,0.987678972,1.669563514,up
Faim,2,0.270641172,0.938743503,0.356097958,1.108163218,up
Myef2,3,0.182503777,0.377997339,0.725465992,1.900626467,up
Gas2l3,4,-0.715190902,-0.336546425,0.941576739,2.093435582,up
Wrn,3,0.271625163,0.052682505,0.560666231,1.632495122,up
G2e3,4,-0.284923089,-0.423324472,0.36179796,3.05322279,up
Mtpap,2,0.202999889,0.085223428,1.139657376,1.391221281,up
Med19,4,0.24395385,0.6358912,0.769993069,1.053340042,up
Ncoa4,2,0.373504692,0.041010293,1.549291024,1.598631177,up
Cwc27,2,0.174092077,0.220109087,0.574831655,1.786903245,up
Fbxo22,3,0.191885751,0.730850222,0.44288821,1.208362352,up
Pcif1,2,-0.060964348,0.336625213,0.933254089,1.349259837,up
Zfand4,3,0.371650477,0.470252818,0.388482465,1.152474942,up
Fcho1,3,0.302668784,0.350187958,1.093074069,1.445202045,up
Pmm2,2,0.754407665,0.155491696,0.258098703,1.898938635,up
Ilf2,3,0.425396516,0.414162731,0.688155162,1.210385886,up
Zfp60,2,-0.267524883,0.824387956,0.627135207,1.290788309,up
Wbp4,3,0.642025956,0.687451778,1.056361425,1.108791679,up
Hist1h4h,4,0.235308757,-0.083359462,0.647760908,2.002789357,up
Rbm6,2,0.304210146,0.455482878,0.896600345,1.263576061,up
Man1b1,2,0.343770278,0.580338854,0.596782458,1.178032132,up
Mars2,3,0.211204901,0.734116385,1.026282769,1.322804448,up
Shoc2,3,0.437659982,0.568836634,0.859022705,1.048336018,up
Usf1,2,-0.281515379,0.833558807,0.214452016,1.408389849,up
B230118H07Rik,2,0.433965627,0.355565406,0.958354502,1.258355944,up
Ccdc123,3,-0.016235436,-0.303917678,0.175044471,2.670049719,up
Gabpa,4,0.257229106,0.167188833,0.911215944,1.593103403,up
Gon4l,2,0.811367216,0.160844684,0.668909013,0.978400211,up
Ndufaf3,3,-0.01308972,0.21585315,0.094790048,1.844562835,up
Mrpl52,2,0.167508343,0.92699452,0.823320707,1.102081947,up
Traf2,3,0.325954017,0.052310386,1.098026107,1.544712629,up
Sars2,2,0.550535027,0.417542831,0.981925926,1.319394358,up
Ttc1,2,0.589919109,0.583554372,0.984207328,1.239019935,up
Odf2l,2,0.170635898,0.19341984,0.566488239,1.334267446,up
Cul4b,4,0.176068885,0.585371529,0.942828848,1.255064201,up
Srgap2,3,0.102121214,0.175869039,0.807776187,1.336442616,up
Ifi27l2a,3,0.666213994,0.592422287,0.300986012,1.670713599,up
Polr2a,3,0.204392433,0.515445754,0.837259402,1.207918437,up
Atl2,2,0.656711431,0.262234915,0.274800973,1.491528073,up
Kctd10,3,0.836329426,-0.497051998,1.068420722,1.677260561,down
Tbca,2,0.244440499,0.727461,0.65314571,1.681392171,down
Poglut1,2,-0.02630921,0.739618974,0.770581785,1.25031233,down
Eps15,3,0.51771199,0.038487445,0.720418824,1.138742519,down
Smtn,4,-0.126875894,-0.024929127,0.827697279,1.276808563,down
Ptgr2,2,0.34159973,0.766640262,0.262228556,1.211109169,down
Ube2f,2,0.459081831,0.731164942,0.586288099,1.280887912,down
Creb3,2,-0.891985733,-0.269931444,-0.185137455,1.04899507,down
Sult1a1,2,-2.00080707,-2.375699026,-2.537290177,-2.1964591,down
Tsc22d3,4,-0.983011039,-2.574009259,-3.643708864,-0.998923581,down
Gimap1,2,-1.065683885,-1.718320181,-1.947986295,-1.14790819,down
Procr,2,-2.332259212,-2.728957427,-2.915256287,-2.514162497,down
Gimap6,5,-1.102279137,-2.099378881,-2.83691332,-1.205797476,down
Pik3ip1,3,-1.494276769,-2.392555629,-1.641417715,-1.502297697,down
Mpl,4,-1.599934105,-2.442379,-2.399033802,-3.299983104,down
Hlf,3,-1.889140158,-2.50311388,-2.689982209,-2.16856816,down
Tbxas1,2,-1.666785155,-2.933860213,-3.808696413,-2.401433203,down
Shisa5,4,-1.558032156,-1.954015522,-2.119880242,-2.526845626,down
Acox1,2,-1.238860699,-1.496895592,-1.968501563,-1.377384386,down
Ccnd3,5,-1.733959977,-2.814312063,-3.801516456,-2.500950637,down
Tcp11l2,6,-2.579518925,-3.539092929,-5.041659974,-3.831892366,down
Myct1,2,-0.577962036,-1.493736941,-1.917231103,-1.316527071,down
Sdc4,2,-0.914321589,-1.151372586,-1.744875852,-1.063008699,down
Lgals4,2,-0.983800102,-1.059029284,-1.263198466,-1.294390772,down
Ifitm1,4,-0.738790339,-2.083173467,-1.751862733,-2.309808869,down
Prr13,2,-0.516331138,-1.453768699,-0.737532657,-0.688122362,down
Meis1,3,-0.698848676,-1.638991121,-1.850405968,-1.717140388,down
Fcho2,2,-0.618026459,-1.418707094,-1.097010378,-0.754069074,down
Ptgs1,2,-0.722341334,-0.742205696,-1.277058595,-0.89870118,down
Slfn5,3,-0.685768602,-1.146517053,-1.326950871,-1.122516957,down
Gimap8,4,-0.577823254,-1.243869961,-1.702071843,-0.979778789,down
Cpne8,5,-0.59476048,-1.13547591,-1.640249271,-1.316374405,down
Utp23,4,-0.910973625,-1.070666069,-1.479840447,-1.461344953,down
Zfp773,2,-0.30267656,-0.936037543,-1.42254553,-0.340790654,down
Trim12a,2,-0.25719982,-0.854600776,-1.723403315,-0.349898102,down
Gcnt2,3,-0.571543373,-1.251471447,-1.082856988,-0.903820998,down
Prdm11,5,-0.487481043,-0.86065168,-0.874331758,-0.701489112,down
Papolg,5,-0.380674535,-0.796898999,-1.152511137,-0.575682675,down
Pbxip1,2,-0.744651366,-0.990629016,-0.962476467,-1.090141965,down
Pisd-ps2,5,-0.825023861,-1.078829796,-1.061618364,-1.379849852,down
Abhd2,5,-0.438235145,-1.032622306,-1.110737433,-0.819590352,down
Casp4,4,-0.707832822,-0.868144706,-1.209377196,-0.903072412,down
Malat1,6,-0.71400726,-0.994877439,-1.327687205,-1.259727185,down
Pbx1,2,-0.176629423,-0.953364141,-1.361983406,-0.744692532,down
Nfia,2,-0.908049603,-1.040392577,-0.98657016,-1.141095895,down
Ces2f,6,-0.545601206,-0.780260486,-1.031225553,-0.734810756,down
Stxbp4,3,-0.354183957,-1.006208739,-0.821898939,-0.364886186,down
Kif24,5,-0.541176343,-0.891912659,-1.276129991,-0.725050638,down
Zfp697,4,-0.451551488,-0.583592362,-1.133714594,-0.818920871,down
E330020D12Rik,4,-0.515785436,-0.738592951,-1.301748417,-0.702405909,down
Gm16249,3,-0.361302019,-0.7363961,-0.907951947,-0.577162952,down
Pi15,5,-0.505820699,-0.812209815,-0.985560039,-0.737403035,down
Ifi44,2,-0.566700133,-1.019848901,-1.475881803,-1.718245567,down
Prnp,6,-0.753805092,-0.911854397,-1.379707317,-0.782491349,down
Dcdc2c,6,-0.632072878,-0.879072493,-1.328358733,-0.776301596,down
Ift80,5,-0.562628367,-0.834661187,-1.144904124,-0.720029616,down
Tanc1,3,-0.289913648,-0.874777975,-1.069095827,-0.72362262,down
Prl8a1,5,-0.517231833,-0.750791943,-1.052914434,-0.656824714,down
Rdh9,5,-0.48778143,-0.870991584,-1.111186682,-0.765882655,down
F830016B08Rik,6,-0.57308081,-0.953359614,-1.365161324,-1.049515272,down
Dtnb,5,-0.428786845,-0.759948707,-1.091893225,-0.756783336,down
Acnat1,5,-0.480810217,-0.663487075,-1.114237113,-0.653718463,down
Zfp71-rs1,5,-0.530815474,-0.879685121,-0.825293481,-0.873824387,down
Syne1,4,-0.503552526,-0.787963894,-0.987932669,-0.758866894,down
Vmn1r58,5,-0.574294387,-0.963136679,-1.339450187,-0.995076121,down
Zfp488,6,-0.644562393,-0.970872209,-1.343251994,-0.93261701,down
Unc13c,6,-0.651930635,-0.822380331,-0.94493978,-0.685963454,down
Abca12,5,-0.562942498,-0.939170567,-1.303862635,-0.979534178,down
Aim2,4,-0.63516662,-0.818873448,-0.91864928,-0.663946916,down
Fgd4,6,-0.545533075,-0.913338822,-1.306972443,-0.984668963,down
Zfp300,6,-0.555138162,-0.925584511,-1.205484046,-0.851890528,down
Tnfrsf10b,6,-0.530452491,-0.682510066,-1.083648858,-0.740118184,down
Acad9,6,-0.546477967,-0.900701753,-1.264178288,-0.966051059,down
Fam110b,6,-0.512867484,-0.877611183,-1.319214283,-0.929372331,down
Gjc3,6,-0.581345035,-0.894807746,-1.197293903,-0.758769034,down
Gm15535,4,-0.517606319,-0.651727364,-1.341648187,-0.795082027,down
Olfr613,6,-0.538097554,-0.877700623,-1.195704698,-0.749631481,down
Slc38a6,6,-0.552692151,-0.887066873,-1.33113919,-0.813591605,down
Zdhhc21,6,-0.522989888,-0.906145284,-1.270437496,-0.822399243,down
Gm11033,6,-0.461361132,-0.724761636,-1.081829381,-0.799501846,down
Cyb5r4,6,-0.580280177,-0.869194677,-1.295494874,-0.922704321,down
Gm10125,5,-0.523925551,-0.902383777,-1.272854721,-0.900821166,down
Mir1895,6,-0.554669936,-0.88892903,-1.282117892,-0.923834055,down
A730017L22Rik,5,-0.538067713,-0.856739315,-1.218801897,-0.816082585,down
Glrx2,6,-0.576409141,-0.766171065,-1.088272236,-0.877931543,down
Zfp937,6,-0.560148404,-0.731184657,-1.207171441,-0.796938195,down
Gm13589,5,-0.493608714,-0.839694828,-1.268347919,-0.807618424,down
Gm13145,3,-0.335706107,-0.914074559,-1.016454609,-0.852391191,down
Gm14411,6,-0.475970006,-0.81527539,-1.24301304,-0.870024447,down
